Model ID	Model Family Name	Description
PF15958.8	DUF4761	Domain of unknown function (DUF4761)
PF15959.8	DUF4762	Domain of unknown function (DUF4762)
PF15960.8	DUF4763	Domain of unknown function (DUF4763)
PF15961.8	DUF4764	Domain of unknown function (DUF4764)
PF15962.8	DUF4765	Domain of unknown function (DUF4765)
PF15973.8	DUF4766	Domain of unknown function (DUF4766)
PF15983.8	DUF4767	Domain of unknown function (DUF4767)
PF15989.8	DUF4768	Domain of unknown function (DUF4768)
PF15992.8	DUF4769	Domain of unknown function (DUF4769)
PF15994.8	DUF4770	Domain of unknown function (DUF4770)
PF15995.8	DUF4771	Domain of unknown function (DUF4771)
PF15997.8	DUF4772	Domain of unknown function (DUF4772)
PF15998.8	DUF4773	Domain of unknown function (DUF4773)
PF15999.8	DUF4774	Domain of unknown function (DUF4774)
PF16001.8	DUF4775	Domain of unknown function (DUF4775)
PF16003.8	DUF4776	Domain of unknown function (DUF4776)
PF16007.8	DUF4777	Domain of unknown function (DUF4777)
PF16008.8	DUF4778	Domain of unknown function (DUF4778)
PF16009.8	DUF4779	Domain of unknown function (DUF4779)
PF16012.8	DUF4780	Domain of unknown function (DUF4780)
PF16013.8	DUF4781	Domain of unknown function (DUF4781)
PF16022.8	DUF4783	Domain of unknown function (DUF4783)
PF16023.8	DUF4784	DUF4784 WD40-like domain
PF16024.8	DUF4785	Domain of unknown function (DUF4785)
PF16027.8	DUF4786	Domain of unknown function (DUF4786)
PF16029.8	DUF4787	Domain of unknown function (DUF4787)
PF16032.8	DUF4788	Domain of unknown function (DUF4788)
PF16033.8	DUF4789	Domain of unknown function (DUF4789)
PF16037.8	DUF4790	Domain of unknown function (DUF4790)
PF16039.8	DUF4791	Domain of unknown function (DUF4791)
PF16040.8	DUF4792	Domain of unknown function (DUF4792)
PF16041.8	DUF4793	Domain of unknown function (DUF4793)
PF16042.8	DUF4794	Domain of unknown function (DUF4794)
PF16043.8	DUF4795	Domain of unknown function (DUF4795)
PF16044.8	DUF4796	Domain of unknown function (DUF4796)
PF16051.8	DUF4797	Domain of unknown function (DUF4797)
PF16055.8	DUF4798	Domain of unknown function (DUF4798)
PF16056.8	DUF4799	Domain of unknown function (DUF4799)
PF16057.8	DUF4800	Domain of unknown function (DUF4800)
PF16060.8	DUF4802	Domain of unknown function (DUF4802)
PF16061.8	DUF4803	Domain of unknown function (DUF4803)
PF16062.8	DUF4804	Domain of unknown function (DUF4804)
PF16063.8	DUF4805	Domain of unknown function (DUF4805)
PF16064.8	DUF4806	Domain of unknown function (DUF4806)
PF16065.8	DUF4807	Domain of unknown function (DUF4807)
PF16066.8	DUF4808	Domain of unknown function (DUF4808)
PF16067.8	DUF4809	Domain of unknown function (DUF4809)
PF16068.8	DUF4810	Domain of unknown function (DUF4810)
PF16069.8	DUF4811	Domain of unknown function (DUF4811)
PF16071.8	DUF4812	Domain of unknown function (DUF4812)
PF16072.8	DUF4813	Domain of unknown function (DUF4813)
PF16075.8	DUF4815	Domain of unknown function (DUF4815)
PF16086.8	DUF4816	Domain of unknown function (DUF4816)
PF16087.8	DUF4817	Helix-turn-helix domain (DUF4817)
PF16089.8	DUF4818	Domain of unknown function (DUF4818)
PF16090.8	DUF4819	Domain of unknown function (DUF4819)
PF16091.8	DUF4820	Domain of unknown function (DUF4820)
PF16103.8	DUF4822	Domain of unknown function (DUF4822)
PF16105.8	DUF4823	Domain of unknown function (DUF4823)
PF16106.8	DUF4824	Domain of unknown function (DUF4824)
PF16107.8	DUF4825	Domain of unknown function (DUF4825)
PF16108.8	DUF4826	Domain of unknown function (DUF4826)
PF16109.8	DUF4827	Domain of unknown function (DUF4827)
PF16110.8	DUF4828	Domain of unknown function (DUF4828)
PF16111.8	DUF4829	Domain of unknown function (DUF4829)
PF16112.8	DUF4830	Domain of unknown function (DUF4830)
PF16115.8	DUF4831	Domain of unknown function (DUF4831)
PF16116.8	DUF4832	Domain of unknown function (DUF4832)
PF16117.8	DUF4833	Domain of unknown function (DUF4833)
PF16118.8	DUF4834	Domain of unknown function (DUF4834)
PF16119.8	DUF4835	Domain of unknown function (DUF4835)
PF16120.8	DUF4836	Domain of unknown function (DUF4836)
PF16125.8	DUF4837	Domain of unknown function (DUF4837)
PF16126.8	DUF4838	Domain of unknown function (DUF4838)
PF16127.8	DUF4839	Domain of unknown function (DUF4839)
PF16128.8	DUF4840	Domain of unknown function (DUF4840)
PF16129.8	DUF4841	Domain of unknown function (DUF4841)
PF16130.8	DUF4842	Domain of unknown function (DUF4842)
PF16132.8	DUF4843	Domain of unknown function (DUF4843)
PF16133.8	DUF4844	Domain of unknown function (DUF4844)
PF16137.8	DUF4845	Domain of unknown function (DUF4845)
PF16138.8	DUF4846	Domain of unknown function (4846)
PF16139.8	DUF4847	Domain of unknown function (DUF4847)
PF16140.8	DUF4848	Domain of unknown function (DUF4848)
PF16141.8	DUF4849	Putative glycoside hydrolase Family 18, chitinase_18
PF16142.8	DUF4850	Domain of unknown function (DUF4850)
PF16143.8	DUF4851	Domain of unknown function (DUF4851)
PF16144.8	DUF4852	Domain of unknown function (DUF4852)
PF16145.8	DUF4853	Domain of unknown function (DUF4853)
PF16146.8	DUF4854	Domain of unknown function (DUF4854)
PF16147.8	DUF4855	Domain of unknown function (DUF4855)
PF16148.8	DUF4856	Domain of unknown function (DUF4856)
PF16149.8	DUF4857	Domain of unknown function (DUF4857)
PF16150.8	DUF4858	Domain of unknown function (DUF4858)
PF16151.8	DUF4859	Domain of unknown function (DUF4859)
PF16152.8	DUF4860	Domain of unknown function (DUF4860)
PF16153.8	DUF4861	Domain of unknown function (DUF4861)
PF16154.8	DUF4862	Domain of unknown function (DUF4862)
PF16155.8	DUF4863	Domain of unknown function (DUF4863)
PF16156.8	DUF4864	Domain of unknown function (DUF4864)
PF16157.8	DUF4865	Domain of unknown function (DUF4865)
PF16160.8	DUF4866	Domain of unknown function (DUF4866)
PF16161.8	DUF4867	Domain of unknown function (DUF4867)
PF16162.8	DUF4868	Domain of unknown function (DUF4868)
PF16163.8	DUF4869	Domain of unknown function (DUF4869)
PF16167.8	DUF4871	Domain of unknown function (DUF4871)
PF16169.8	DUF4872	Domain of unknown function (DUF4872)
PF16170.8	DUF4873	Domain of unknown function (DUF4873)
PF16173.8	DUF4874	Domain of unknown function (DUF4874)
PF16175.8	DUF4875	Domain of unknown function (DUF4875)
PF16215.8	DUF4876	Protein of unknown function (DUF4876)
PF16219.8	DUF4879	Domain of unknown function (DUF4879)
PF16220.8	DUF4880	Domain of unknown function (DUF4880)
PF16222.8	DUF4881	Domain of unknown function (DUF4881)
PF16223.8	DUF4882	Domain of unknown function (DUF4882)
PF16224.8	DUF4883	DOmain of unknown function (DUF4883)
PF16225.8	DUF4884	Domain of unknown function (DUF4884)
PF16226.8	DUF4885	Domain of unknown function (DUF4885)
PF16227.8	DUF4886	Domain of unknown function (DUF4886)
PF16228.8	DUF4887	Domain of unknown function (DUF4887)
PF16229.8	DUF4888	Domain of unknown function (DUF4888)
PF16230.8	DUF4889	Domain of unknown function (DUF4889)
PF16231.8	DUF4890	Domain of unknown function (DUF4890)
PF16232.8	DUF4891	Domain of unknown function (DUF4891)
PF16233.8	DUF4893	Domain of unknown function (DUF4893)
PF16234.8	DUF4892	Domain of unknown function (DUF4892)
PF16235.8	DUF4894	Domain of unknown function (DUF4894)
PF16236.8	DUF4895	Domain of unknown function (DUF4895)
PF16237.8	DUF4896	Domain of unknown function (DUF4896)
PF16238.8	DUF4897	Domain of unknown function (DUF4897)
PF16239.8	DUF4898	Domain of unknown function (DUF4898)
PF16240.8	DUF4899	Domain of unknown function (DUF4899)
PF16241.8	DUF4900	Domain of unknown function (DUF4900)
PF16244.8	DUF4901	Domain of unknown function (DUF4901)
PF16245.8	DUF4902	Domain of unknown function (DUF4902)
PF16246.8	DUF4903	Domain of unknown function (DUF4903)
PF16247.8	DUF4904	Domain of unknown function (DUF4904)
PF16248.8	DUF4905	Domain of unknown function (DUF4905)
PF16249.8	DUF4906	Domain of unknown function (DUF4906)
PF16250.8	DUF4907	Domain of unknown function (DUF4907)
PF16252.8	DUF4908	Domain of unknown function (DUF4908)
PF16253.8	DUF4909	Domain of unknown function (DUF4909)
PF16254.8	DUF4910	Domain of unknown function (DUF4910)
PF16256.8	DUF4911	Domain of unknown function (DUF4911)
PF16258.8	DUF4912	Domain of unknown function (DUF4912)
PF16259.8	DUF4913	Domain of unknown function (DUF4913)
PF16260.8	DUF4914	Domain of unknown function (DUF4914)
PF16261.8	DUF4915	Domain of unknown function (DUF4915)
PF16262.8	DUF4916	Domain of unknown function (DUF4916)
PF16263.8	DUF4917	Domain of unknown function (DUF4917)
PF16265.8	DUF4918	Domain of unknown function (DUF4918)
PF16266.8	DUF4919	Domain of unknown function (DUF4919)
PF16267.8	DUF4920	Domain of unknown function (DUF4920)
PF16268.8	DUF4921	Domain of unknown function (DUF4921)
PF16269.8	DUF4922	Domain of unknown function (DUF4922)
PF16270.8	DUF4923	Lipocalin-like domain (DUF4923)
PF16271.8	DUF4924	Domain of unknown function (DUF4924)
PF16272.8	DUF4925	Domain of unknown function (DUF4925)
PF16277.8	DUF4926	Domain of unknown function (DUF4926)
PF16279.8	DUF4927	Domain of unknown function (DUF4927)
PF16280.8	DUF4928	Domain of unknown function (DUF4928)
PF16283.8	DUF4929	Domain of unknown function (DUF4929)
PF16284.8	DUF4930	Domain of unknown function (DUF4930)
PF16285.8	DUF4931	Domain of unknown function (DUF4931)
PF16286.8	DUF4932	Domain of unknown function (DUF4932)
PF16287.8	DUF4933	Domain of unknown function (DUF4933)
PF16288.8	DUF4934	Domain of unknown function (DUF4934)
PF16290.8	DUF4936	Domain of unknown function (DUF4936)
PF16291.8	DUF4937	Domain of unknown function (DUF4937
PF16292.8	DUF4938	Domain of unknown function (DUF4938)
PF16297.8	DUF4939	Domain of unknown function (DUF4939)
PF16298.8	DUF4940	Domain of unknown function (DUF4940)
PF16299.8	DUF4941	Domain of unknown function (DUF4941)
PF16301.8	DUF4943	Domain of unknown function (DUF4943)
PF16302.8	DUF4944	Domain of unknown function (DUF4944)
PF16303.8	DUF4945	Domain of unknown function (DUF4945)
PF16304.8	DUF4946	Domain of unknown function (DUF4946)
PF16305.8	DUF4947	Domain of unknown function (DUF4947)
PF16306.8	DUF4948	Domain of unknown function (DUF4948)
PF16307.8	DUF4949	Domain of unknown function (DUF4949)
PF16308.8	DUF4950	Domain of unknown function (DUF4950)
PF16309.8	DUF4951	Domian of unknown function (DUF4951)
PF16310.8	DUF4952	Domian of unknown function (DUF4952)
PF16313.8	DUF4953	Met-zincin
PF16314.8	DUF4954	Domain of unknown function (DUF4954)
PF16315.8	DUF4955	Domain of unknown function (DUF4955)
PF16316.8	DUF4956	Domain of unknown function (DUF4956)
PF16318.8	DUF4957	Domain of unknown function (DUF4957)
PF16319.8	DUF4958	Domain of unknown function (DUF4958)
PF16323.8	DUF4959	Domain of unknown function (DUF4959)
PF16324.8	DUF4960	Domain of unknown function (DUF4960)
PF16328.8	DUF4961	Domain of unknown function (DUF4961)
PF16332.8	DUF4962	Domain of unknown function (DUF4962)
PF16334.8	DUF4964	Domain of unknown function (DUF4964)
PF16335.8	DUF4965	Domain of unknown function (DUF4965)
PF16339.8	DUF4969	Domain of unknown function (DUF4969)
PF16341.8	DUF4971	Domain of unknown function (DUF4971)
PF16342.8	DUF4972	Domain of unknown function (DUF4972)
PF16343.8	DUF4973	Domain of unknown function (DUF4973)
PF16344.8	DUF4974	Domain of unknown function (DUF4974)
PF16346.8	DUF4975	Domain of unknown function (DUF4975)
PF16347.8	DUF4976	Domain of unknown function (DUF4976)
PF16349.8	DUF4978	Domain of unknown function (DUF4978)
PF16351.8	DUF4979	Domain of unknown function (DUF4979)
PF16352.8	DUF4980	Domain of unknown function (DUF4980)
PF16355.8	DUF4982	Domain of unknown function (DUF4982)
PF16356.8	DUF4983	Domain of unknown function (DUF4983)
PF16372.8	DUF4984	Domain of unknown function (DUF4984)
PF16373.8	DUF4985	Domain of unknown function
PF16375.8	DUF4986	Domain of unknown function
PF16377.8	DUF4987	Domain of unknown function
PF16378.8	DUF4988	Domain of unknown function
PF16379.8	DUF4989	Domain of unknown function (DUF4989)
PF16380.8	DUF4990	Domain of unknown function
PF16383.8	DUF4992	Domain of unknown function
PF16385.8	DUF4994	Domain of unknown function
PF16386.8	DUF4995	Domain of unknown function
PF16387.8	DUF4996	Domain of unknown function
PF16389.8	DUF4998	Domain of unknown function
PF16390.8	DUF4999	Domain of unknown function
PF16391.8	DUF5000	Domain of unknown function
PF16392.8	DUF5001	Ig-like domain
PF16394.8	DUF5003	Domain of unknown function (DUF5003)
PF16395.8	DUF5004	Domain of unknown function (DUF5004)
PF16396.8	DUF5005	Domain of unknown function (DUF5005)
PF16397.8	DUF5006	Domain of unknown function (DUF5006)
PF16398.8	DUF5007	Domain of unknown function (DUF5007)
PF16400.8	DUF5008	Domain of unknown function (DUF5008)
PF16401.8	DUF5009	Domain of unknown function (DUF5009)
PF16402.8	DUF5010	Domain of unknown function (DUF5010)
PF16403.8	DUF5011	Domain of unknown function (DUF5011)
PF16404.8	DUF5012	Domain of unknown function (DUF5012)
PF16405.8	DUF5013	Domain of unknown function (DUF5013)
PF16406.8	DUF5014	Domain of unknown function (DUF5014)
PF16408.8	DUF5016	Domain of unknown function (DUF5016)
PF16409.8	DUF5017	Domain of unknown function (DUF5017)
PF16410.8	DUF5018	Domain of unknown function (DUF5018)
PF16412.8	DUF5020	Domain of unknown function (DUF5020)
PF16424.8	DUF5021	Domain of unknown function (DUF5021)
PF16425.8	DUF5022	Domain of unknown function (DUF5022)
PF16426.8	DUF5023	Domain of unknown function (DUF5023)
PF16427.8	DUF5024	Domain of unknown function (DUF5024)
PF16428.8	DUF5025	Domain of unknown function (DUF5025)
PF16429.8	DUF5026	Domain of unknown function (DUF5026)
PF16430.8	DUF5027	Domain of unknown function (DUF5027)
PF16431.8	DUF5028	Domain of unknown function (DUF5028)
PF16432.8	DUF5029	Domain of unknown function (DUF5029)
PF16433.8	DUF5030	Domain of unknown function (DUF5030)
PF16434.8	DUF5031	Domain of unknown function (DUF5031)
PF16435.8	DUF5032	Domain of unknown function (DUF5032)
PF16436.8	DUF5033	Domain of unknown function (DUF5033)
PF16437.8	DUF5034	Domain of unknown function (DUF5034)
PF16438.8	DUF5035	Domain of unknown function (DUF5035)
PF16439.8	DUF5036	Domain of unknown function (DUF5036)
PF16440.8	DUF5037	Domain of unknown function (DUF5037)
PF16441.8	DUF5038	Domain of unknown function (DUF5038)
PF16442.8	DUF5039	Domain of unknown function (DUF5039)
PF16443.8	DUF5040	Domain of unknown function (DUF5040)
PF16444.8	DUF5041	Domain of unknown function (DUF5041)
PF16445.8	DUF5042	Domain of unknown function (DUF5042)
PF16446.8	DUF5043	Domain of unknown function (DUF5043)
PF16447.8	DUF5044	Domain of unknown function (DUF5044)
PF16464.8	DUF5045	Domain of unknown function (DUF5045)
PF16465.8	DUF5046	Domain of unknown function (DUF5046)
PF16466.8	DUF5047	Domain of unknown function (DUF5047)
PF16467.8	DUF5048	Domain of unknown function (DUF5048)
PF16468.8	DUF5049	Domain of unknown function (DUF5049)
PF16472.8	DUF5050	Domain of unknown function (DUF5050)
PF16475.8	DUF5052	Domain of unknown function (DUF5052)
PF16476.8	DUF5053	Domain of unknown function (DUF5053)
PF16477.8	DUF5054	Domain of unknown function (DUF5054)
PF16478.8	DUF5055	Domain of unknown function (DUF5055)
PF16479.8	DUF5056	Domain of unknown function (DUF5056)
PF16480.8	DUF5057	Domain of unknown function (DUF5057)
PF16481.8	DUF5058	Domain of unknown function (DUF5058)
PF16502.8	DUF5059	Domain of unknown function (DUF5059)
PF16586.8	DUF5060	Domain of unknown function (DUF5060)
PF16587.8	DUF5061	17 kDa common-antigen outer membrane protein
PF16691.8	DUF5062	Domain of unknown function (DUF5062)
PF16702.8	DUF5063	Domain of unknown function (DUF5063)
PF16703.8	DUF5064	Domain of unknown function (DUF5064)
PF16723.8	DUF5065	Domain of unknown function (DUF5065)
PF16728.8	DUF5066	Domain of unknown function (DUF5066)
PF16729.8	DUF5067	Domain of unknown function (DUF5067)
PF16781.8	DUF5068	Domain of unknown function (DUF5068)
PF16798.8	DUF5069	Domain of unknown function (DUF5069)
PF16802.8	DUF5070	Domain of unknown function (DUF5070)
PF16804.8	DUF5071	Domain of unknown function (DUF5071)
PF16807.8	DUF5072	Domain of unknown function (DUF5072)
PF16817.8	DUF5073	Domain of unknown function (DUF5073)
PF16819.8	DUF5074	Domain of unknown function (DUF5074)
PF16825.8	DUF5075	IGP family C-type lectin domain
PF16826.8	DUF5076	Domain of unknown function (DUF5076)
PF16871.8	DUF5077	Domain of unknown function (DUF5077)
PF16877.8	DUF5078	Domain of unknown function (DUF5078)
PF16882.8	DUF5079	Domain of unknown function (DUF5079)
PF16883.8	DUF5080	Domain of unknown function (DUF5080)
PF16887.8	DUF5081	Domain of unknown function (DUF5081)
PF16888.8	DUF5082	Domain of unknown function (DUF5082)
PF16890.8	DUF5083	Domain of unknown function (DUF5083)
PF16894.8	DUF5084	Domain of unknown function (DUF5084)
PF16895.8	DUF5085	Domain of unknown function (DUF5085)
PF16985.8	DUF5086	Domain of unknown function (DUF5086)
PF17002.8	DUF5089	Domain of unknown function (DUF5089)
PF17006.8	DUF5087	Domain of unknown function (DUF5087)
PF17008.8	DUF5088	Domain of unknown function (DUF5088)
PF17009.8	DUF5090	Domain of unknown function (DUF5090)
PF17010.8	DUF5092	Domain of unknown function (DUF5092)
PF17011.8	DUF5093	Domain of unknown function (DUF5093)
PF17012.8	DUF5091	Domain of unknown function (DUF5091)
PF17015.8	DUF5094	Domain of unknown function (DUF5094)
PF17016.8	DUF5095	Domain of unknown function (DUF5095)
PF17019.8	DUF5096	Domain of unknown function (DUF5096)
PF17020.8	DUF5097	Domain of unknown function (DUF5097)
PF17023.8	DUF5098	Domain of unknown function (DUF5098)
PF17025.8	DUF5099	Domain of unknown function (DUF5099)
PF17029.8	DUF5100	Domain of unknown function (DUF5100)
PF17031.8	DUF5101	Domain of unknown function (DUF5101)
PF17104.8	DUF5102	Domain of unknown function (DUF5102)
PF17116.8	DUF5103	Domain of unknown function (DUF5103)
PF17117.8	DUF5104	Domain of unknown function (DUF5104)
PF17118.8	DUF5105	Domain of unknown function (DUF5105)
PF17127.7	DUF5106	Domain of unknown function (DUF5106)
PF17128.7	DUF5107	Domain of unknown function (DUF5107)
PF17133.7	DUF5108	Domain of unknown function (DUF5108)
